timestamp,open,high,low,close,volume,vwap,atr,ema_21,bias,fvg_bullish,fvg_bearish,sweep_high,sweep_low,sweep_low_price,sweep_high_price,reject_low,reject_high,hour,trading_session,confluence_long,confluence_short,strong_confluence_long,strong_confluence_short,long_signal,short_signal,in_trade,entry_price,stop_loss,take_profit,exit_price,exit_reason,pnl,exit_index,pnl_realistic
2025-07-24 01:00:00,3646.04,3648.4,3635.0,3637.54,6309.225,3665.7541239627362,29.011428571428592,3617.040203056608,bearish,False,False,True,False,,3648.4,False,True,1,True,0,3,False,True,False,True,True,3633.90246,3655.6610314285713,3590.385317142857,3655.6610314285713,stop,-1.003,298.0,-1.003
2025-07-24 02:30:00,3639.26,3652.34,3638.24,3649.79,6050.4094,3665.68308850568,27.950714285714316,3624.1693411394494,bearish,False,False,True,False,,3652.34,False,True,2,True,0,3,False,True,False,True,True,3646.14021,3667.1032457142855,3604.2141385714285,3604.2141385714285,target,1.997,301.0,1.997
2025-07-24 10:00:00,3636.11,3658.0,3600.0,3600.97,23313.5472,3662.209629881827,37.999999999999964,3610.4347634828546,bearish,False,False,True,False,,3658.0,False,True,10,True,0,3,False,True,False,True,True,3597.36903,3625.86903,3540.36903,3625.86903,stop,-1.003,314.0,-1.003
2025-07-24 11:30:00,3644.97,3660.36,3641.98,3655.12,10885.1457,3661.988520771725,38.084285714285706,3618.144315163677,bearish,True,False,True,False,,3660.36,False,True,11,True,1,3,False,True,False,True,True,3651.46488,3680.0280942857144,3594.3384514285713,3680.0280942857144,stop,-1.003,321.0,-1.003
2025-07-24 21:30:00,3719.05,3730.98,3710.01,3725.78,6349.8541,3664.9318437828556,28.24071428571431,3702.8272185601063,bullish,False,False,False,True,3710.01,,True,False,21,True,3,0,True,False,True,False,True,3729.50578,3708.3252442857142,3771.8668514285714,3708.3252442857142,stop,-1.003,336.0,-1.003
2025-07-25 18:30:00,3649.89,3658.52,3644.89,3650.25,5176.4345,3664.5392035801224,31.536428571428587,3660.8354449372473,bearish,True,False,True,False,,3658.52,False,True,18,True,1,3,False,True,False,True,True,3646.59975,3670.252071428571,3599.295107142857,3670.252071428571,stop,-1.003,381.0,-1.003
2025-07-26 01:00:00,3725.52,3726.0,3708.43,3719.55,5690.8766,3665.0877227600213,19.457857142857197,3695.875203351003,bullish,False,False,False,True,3708.43,,True,False,1,True,3,0,True,False,True,False,True,3723.26955,3708.676157142857,3752.4563357142856,3708.676157142857,stop,-1.003,391.0,-1.003
2025-07-26 12:00:00,3739.37,3749.56,3725.0,3742.45,9425.8366,3667.8557201492754,16.947857142857142,3742.3082376220414,bullish,False,False,False,True,3725.0,,True,False,12,True,3,0,True,False,True,False,True,3746.1924499999996,3733.4815571428567,3771.6142357142853,3733.4815571428567,stop,-1.003,416.0,-1.003
2025-07-26 15:00:00,3727.98,3736.35,3715.58,3724.86,7524.4812,3668.3637133524317,18.247142857142826,3738.8486612552656,bullish,False,False,False,True,3715.58,,True,False,15,True,3,0,True,False,True,False,True,3728.58486,3714.899502857143,3755.955574285714,3714.899502857143,stop,-1.003,424.0,-1.003
2025-07-26 18:00:00,3723.73,3733.0,3709.39,3731.59,7196.624,3668.6664480561376,16.987142857142803,3734.931370438424,bullish,False,False,False,True,3709.39,,True,False,18,True,3,0,True,False,True,False,True,3735.3215899999996,3722.5812328571424,3760.802304285714,3760.802304285714,target,1.997,431.0,1.997
2025-07-26 23:30:00,3744.65,3745.14,3736.84,3741.1,2831.1151,3669.6852317187004,17.10142857142861,3742.0853436060875,bullish,False,False,False,True,3736.84,,True,False,23,True,3,0,True,False,True,False,True,3744.8410999999996,3732.015028571428,3770.4932428571424,3732.015028571428,stop,-1.003,436.0,-1.003
2025-07-27 06:30:00,3775.87,3779.45,3764.84,3772.2,5623.2108,3671.140069545139,17.191428571428528,3767.584800487834,bullish,False,True,False,True,3764.84,,True,False,6,True,3,1,True,False,True,False,True,3775.9721999999992,3763.078628571428,3801.759342857142,3763.078628571428,stop,-1.003,451.0,-1.003
2025-07-27 09:30:00,3768.2,3772.19,3751.0,3763.5,9648.4199,3671.5305045371515,14.95428571428569,3768.1479311115077,bullish,False,False,False,True,3751.0,,True,False,9,True,3,0,True,False,True,False,True,3767.2634999999996,3756.0477857142855,3789.694928571428,3789.694928571428,target,1.997,456.0,1.997
2025-07-27 14:00:00,3810.07,3822.8,3803.51,3812.3,10459.3234,3674.2064443616655,21.75071428571427,3794.9119929957365,bullish,False,False,False,True,3803.51,,True,False,14,True,3,0,True,False,True,False,True,3816.1123,3799.799264285714,3848.738371428571,3799.799264285714,stop,-1.003,465.0,-1.003
2025-07-27 20:30:00,3834.17,3834.17,3819.86,3822.4,5820.3294,3677.405615633751,21.710714285714143,3820.698854724234,bullish,False,False,False,True,3819.86,,True,False,20,True,3,0,True,False,True,False,True,3826.2223999999997,3809.939364285714,3858.788471428571,3858.788471428571,target,1.997,480.0,1.997
2025-07-28 02:00:00,3849.67,3874.98,3843.0,3874.34,8235.1091,3679.978322133911,22.18214285714287,3847.1289118123823,bullish,False,False,False,True,3843.0,,True,False,2,True,3,0,True,False,True,False,True,3878.2143399999995,3861.5777328571426,3911.487554285714,3911.487554285714,target,1.997,494.0,1.997
2025-07-28 09:30:00,3881.13,3895.94,3871.88,3894.24,9521.9888,3685.7800063302734,21.412142857142857,3886.017909436351,bullish,False,False,False,True,3871.88,,True,False,9,True,3,0,True,False,True,False,True,3898.1342399999994,3882.0751328571423,3930.2524542857136,3882.0751328571423,stop,-1.003,504.0,-1.003
2025-07-28 11:30:00,3870.05,3880.0,3860.01,3879.79,8701.8929,3686.5475283079077,20.682857142857138,3884.5386301730414,bullish,False,False,False,True,3860.01,,True,False,11,True,3,0,True,False,True,False,True,3883.6697899999995,3868.1576471428566,3914.694075714285,3868.1576471428566,stop,-1.003,510.0,-1.003
2025-07-28 14:30:00,3784.98,3798.44,3773.33,3785.04,27390.6086,3688.9901735519466,26.197857142857142,3860.5685273682593,bullish,False,True,False,True,3773.33,,True,False,14,True,3,1,True,False,True,False,True,3788.8250399999997,3769.176647142857,3828.1218257142855,3769.176647142857,stop,-1.003,520.0,-1.003
2025-07-28 18:00:00,3784.48,3788.55,3754.0,3771.36,21057.7653,3690.4101135547617,32.104999999999954,3829.95330976685,bullish,False,False,False,True,3754.0,,True,False,18,True,3,0,True,False,True,False,True,3775.13136,3751.0526099999997,3823.2888599999997,3794.59,timeout,0.8051250064891373,528.0,0.8051250064891373
2025-07-29 02:00:00,3758.89,3773.59,3731.21,3758.89,17293.6663,3692.416380017156,32.657142857142844,3793.9285307822483,bullish,False,False,False,True,3731.21,,True,False,2,True,3,0,True,False,True,False,True,3762.6488899999995,3738.1560328571422,3811.634604285714,3816.73,timeout,2.2050359871682934,544.0,2.2050359871682934
2025-07-29 11:00:00,3829.59,3835.98,3820.7,3832.01,10417.7465,3695.4978556956366,23.04071428571433,3829.920247513233,bullish,False,True,False,True,3820.7,,True,False,11,True,3,1,True,False,True,False,True,3835.84201,3818.561474285714,3870.4030814285716,3818.561474285714,stop,-1.003,555.0,-1.003
2025-07-29 15:30:00,3760.73,3771.35,3747.0,3761.57,23962.9349,3697.5967169931205,29.637857142857133,3818.3039000676035,bullish,False,False,False,True,3747.0,,True,False,15,True,3,0,True,False,True,False,True,3765.33157,3743.103177142857,3809.7883557142854,3743.103177142857,stop,-1.003,564.0,-1.003
2025-07-29 20:00:00,3765.89,3784.12,3739.14,3765.15,16963.7406,3698.5812328010384,33.67357142857151,3788.007046830053,bullish,False,False,False,True,3739.14,,True,False,20,True,3,0,True,False,True,False,True,3768.91515,3743.659971428571,3819.425507142857,3771.56,timeout,0.101725056388723,580.0,0.101725056388723
2025-07-30 00:30:00,3771.56,3776.6,3756.0,3775.0,7071.7557,3699.0740024396605,22.807142857142903,3783.616890414576,bullish,False,True,False,True,3756.0,,True,False,0,True,3,1,True,False,True,False,True,3778.7749999999996,3761.6696428571427,3812.985714285714,3761.6696428571427,stop,-1.003,582.0,-1.003
2025-07-30 05:00:00,3808.56,3814.35,3786.87,3809.42,8182.1141,3699.920546540675,21.200000000000014,3797.8051431927615,bullish,False,True,False,True,3786.87,,True,False,5,True,3,1,True,False,True,False,True,3813.2294199999997,3797.3294199999996,3845.02942,3797.3294199999996,stop,-1.003,591.0,-1.003
2025-07-30 09:30:00,3796.54,3797.15,3775.0,3786.51,14862.2248,3700.8174660743957,19.076428571428647,3805.08530507065,bullish,False,True,False,True,3775.0,,True,False,9,True,3,1,True,False,True,False,True,3790.2965099999997,3775.9891885714283,3818.9111528571425,3775.9891885714283,stop,-1.003,601.0,-1.003
2025-07-30 11:00:00,3774.0,3786.0,3753.63,3755.01,12160.6496,3701.0414105200925,22.445714285714303,3797.5021901357245,bullish,False,False,False,True,3753.63,,True,False,11,True,3,0,True,False,True,False,True,3758.7650099999996,3741.930724285714,3792.433581428571,3792.433581428571,target,1.997,609.0,1.997
2025-07-30 19:00:00,3738.37,3738.37,3677.65,3722.22,62194.0536,3702.849352109429,35.12285714285713,3782.809829362607,bullish,False,True,False,True,3677.65,,True,False,19,True,3,1,True,False,True,False,True,3725.9422199999995,3699.6000771428567,3778.626505714285,3778.626505714285,target,1.997,620.0,1.997
2025-07-31 11:30:00,3837.14,3846.03,3826.3,3838.46,10959.3837,3706.9083915778137,12.850000000000007,3848.2147728328905,bullish,False,True,False,True,3826.3,,True,False,11,True,3,1,True,False,True,False,True,3842.2984599999995,3832.6609599999997,3861.5734599999996,3832.6609599999997,stop,-1.003,652.0,-1.003
2025-07-31 15:00:00,3768.97,3788.63,3762.27,3783.72,11235.0552,3707.874864030369,21.47428571428577,3823.6070986367845,bullish,False,False,False,True,3762.27,,True,False,15,True,3,0,True,False,True,False,True,3787.5037199999992,3771.398005714285,3819.715148571428,3771.398005714285,stop,-1.003,663.0,-1.003
2025-07-31 20:00:00,3737.71,3748.89,3718.0,3739.58,17821.5898,3708.7337717156033,27.86500000000001,3789.022246025104,bullish,False,False,False,True,3718.0,,True,False,20,True,3,0,True,False,True,False,True,3743.3195799999994,3722.4208299999996,3785.1170799999995,3722.4208299999996,stop,-1.003,671.0,-1.003
2025-08-01 00:30:00,3690.51,3692.25,3616.66,3682.1,38056.1515,3708.561328798665,31.200714285714316,3742.9518243640296,bullish,False,False,False,True,3616.66,,True,False,0,True,3,0,True,False,True,False,True,3685.7820999999994,3662.381564285714,3732.583171428571,3662.381564285714,stop,-1.003,678.0,-1.003
2025-08-01 12:00:00,3642.72,3661.8,3634.43,3644.29,12160.4757,3706.9619494228887,29.44142857142859,3654.5971375756503,bearish,True,False,True,False,,3661.8,False,True,12,True,1,3,False,True,False,True,True,3640.64571,3662.726781428571,3596.483567142857,3662.726781428571,stop,-1.003,701.0,-1.003
2025-08-02 04:30:00,3527.29,3535.0,3527.09,3533.69,5160.3482,3699.5561263939744,25.281428571428574,3531.8322162561108,bearish,False,False,True,False,,3535.0,False,True,4,True,0,3,False,True,False,True,True,3530.15631,3549.117381428571,3492.234167142857,3492.234167142857,target,1.997,736.0,1.997
2025-08-02 11:30:00,3513.94,3518.0,3502.71,3508.67,6255.6559,3697.2364650781396,23.872857142857193,3508.2438338501743,bearish,True,False,True,False,,3518.0,False,True,11,True,1,3,False,True,False,True,True,3505.16133,3523.0659728571427,3469.3520442857143,3469.3520442857143,target,1.997,753.0,1.997
2025-08-02 21:00:00,3423.84,3441.69,3403.15,3412.11,11003.5228,3691.298387184099,34.14642857142859,3446.264314409177,bearish,False,False,True,False,,3441.69,False,True,21,True,0,3,False,True,False,True,True,3408.69789,3434.3077114285716,3357.478247142857,3357.478247142857,target,1.997,773.0,1.997
2025-08-03 03:00:00,3444.14,3451.53,3439.56,3445.86,5223.9259,3688.503029199557,30.917142857142835,3425.5342912758883,bearish,False,False,True,False,,3451.53,False,True,3,True,0,3,False,True,False,True,True,3442.4141400000003,3465.6019971428573,3396.038425714286,3451.2,timeout,-0.38189917752516134,786.0,-0.38189917752516134
2025-08-03 05:00:00,3444.3,3454.95,3442.15,3452.69,4466.4386,3688.1437586115285,25.419285714285706,3432.1175741246416,bearish,False,False,True,False,,3454.95,False,True,5,True,0,3,False,True,False,True,True,3449.23731,3468.301774285714,3411.108381428571,3468.301774285714,stop,-1.003,788.0,-1.003
2025-08-03 11:00:00,3484.94,3516.31,3484.93,3498.29,16864.4356,3686.7200518752634,13.07928571428569,3455.6335456205074,bearish,True,False,True,False,,3516.31,False,True,11,True,1,3,False,True,False,True,True,3494.79171,3504.601174285714,3475.1727814285714,3475.1727814285714,target,1.997,800.0,1.997
2025-08-03 17:00:00,3495.03,3499.66,3484.82,3486.51,5876.7277,3685.2877207765114,18.566428571428496,3473.341870631666,bearish,True,False,True,False,,3499.66,False,True,17,True,1,3,False,True,False,True,True,3483.02349,3496.9483114285713,3455.173847142857,3496.9483114285713,stop,-1.003,809.0,-1.003
2025-08-03 19:00:00,3496.48,3511.48,3488.73,3504.21,7009.813,3684.993506455888,17.46285714285708,3480.448597521799,bearish,False,False,True,False,,3511.48,False,True,19,True,0,3,False,True,False,True,True,3500.70579,3513.802932857143,3474.511504285714,3513.802932857143,stop,-1.003,811.0,-1.003
2025-08-03 22:00:00,3502.44,3515.49,3483.5,3486.77,5875.5393,3684.4521073709943,17.47714285714275,3486.8774635430555,bearish,False,False,True,True,3483.5,3515.49,True,True,22,True,2,3,False,True,False,True,True,3483.28323,3496.391087142857,3457.067515714286,3496.391087142857,stop,-1.003,817.0,-1.003
2025-08-04 01:00:00,3546.16,3568.32,3534.19,3545.99,14042.2593,3683.7528572754145,22.311428571428515,3502.278858437872,bearish,True,False,True,False,,3568.32,False,True,1,True,1,3,False,True,False,True,True,3542.4440099999997,3559.177581428571,3508.976867142857,3559.177581428571,stop,-1.003,825.0,-1.003
2025-08-04 03:00:00,3571.66,3576.07,3559.25,3562.91,6544.1732,3683.309211441914,24.06785714285713,3519.41803117128,bearish,True,False,True,False,,3576.07,False,True,3,True,1,3,False,True,False,True,True,3559.3470899999998,3577.397982857143,3523.245304285714,3523.245304285714,target,1.997,833.0,1.997
2025-08-04 08:00:00,3552.0,3564.7,3550.0,3551.22,9977.9487,3682.5556589777384,17.831428571428596,3533.8812633255357,bearish,True,False,True,False,,3564.7,False,True,8,True,1,3,False,True,False,True,True,3547.66878,3561.0423514285712,3520.921637142857,3561.0423514285712,stop,-1.003,838.0,-1.003
2025-08-04 20:00:00,3669.73,3688.22,3661.21,3686.66,7966.0132,3681.494729499107,27.538571428571395,3640.4450830392607,bullish,False,False,False,True,3661.21,,True,False,20,True,3,0,True,False,True,False,True,3690.3466599999992,3669.692731428571,3731.6545171428565,3731.6545171428565,target,1.997,862.0,1.997
2025-08-05 06:00:00,3664.4,3679.69,3662.83,3677.3,6876.9003,3681.6388271598335,18.28142857142861,3671.6111381917117,bearish,False,False,True,False,,3679.69,False,True,6,True,0,3,False,True,False,True,True,3673.6227000000003,3687.3337714285717,3646.2005571428576,3646.2005571428576,target,1.997,881.0,1.997
2025-08-05 17:30:00,3597.38,3609.08,3593.01,3605.53,5964.6905,3679.945989217114,31.122857142857033,3618.593680914325,bearish,False,False,True,False,,3609.08,False,True,17,True,0,3,False,True,False,True,True,3601.9244700000004,3625.266612857143,3555.240184285715,3575.62,timeout,1.1239089629425876,911.0,1.1239089629425876
2025-08-05 23:00:00,3597.02,3619.58,3593.82,3614.47,6778.9415,3679.4220999251834,24.434999999999977,3599.492220708277,bearish,True,False,True,False,,3619.58,False,True,23,True,1,3,False,True,False,True,True,3610.85553,3629.18178,3574.2030299999997,3574.2030299999997,target,1.997,917.0,1.997
2025-08-06 05:30:00,3627.14,3662.0,3626.69,3638.51,18073.153,3678.857465628981,24.992857142857115,3596.5778055239693,bearish,True,False,True,False,,3662.0,False,True,5,True,1,3,False,True,False,True,True,3634.87149,3653.616132857143,3597.382204285714,3627.05,timeout,0.4142653520053253,935.0,0.4142653520053253
2025-08-06 16:00:00,3664.7,3674.78,3645.15,3650.88,13923.6363,3677.9793054329807,26.165000000000028,3620.458770682638,bearish,True,False,True,False,,3674.78,False,True,16,True,1,3,False,True,False,True,True,3647.22912,3666.85287,3607.98162,3666.85287,stop,-1.003,951.0,-1.003
2025-08-06 18:00:00,3682.31,3698.6,3676.8,3680.43,12609.409,3677.9537901287563,27.684285714285743,3635.3750588639014,bearish,True,False,True,False,,3698.6,False,True,18,True,1,3,False,True,False,True,True,3676.74957,3697.512784285714,3635.223141428571,3679.8,timeout,-0.14991511429899454,960.0,-0.14991511429899454
2025-08-07 01:30:00,3706.59,3716.61,3666.68,3667.55,15174.1321,3677.9714013884695,17.761428571428528,3668.9428344239227,bearish,False,False,True,False,,3716.61,False,True,1,True,0,3,False,True,False,True,True,3663.88245,3677.2035214285715,3637.240307142857,3677.2035214285715,stop,-1.003,968.0,-1.003
2025-08-07 14:30:00,3831.13,3832.12,3804.27,3820.33,28377.2506,3681.047870819267,27.438571428571354,3778.313425188741,bullish,False,False,False,True,3804.27,,True,False,14,True,3,0,True,False,True,False,True,3824.1503299999995,3803.571401428571,3865.3081871428567,3803.571401428571,stop,-1.003,997.0,-1.003
